# 广州市、上海市2022年各月份降雨数据（单位：mm）
# 来源：https://data.cma.cn/analysis/yearbooks.html
1 14.4 68.5
2 207.1 37.3
3 178.4 147.9
4 154.9	164.5
5 393.6 50.7
6 385.1 151.3
7 206.7	47.8
8 209.7 80.3
9 44.9 189.4
10 24 20.9 
11 126.3 80.1
12 14.7 27.9
